UF,Municipio,Municipio_UF,Estado,Unidade_Federativa,Regiao,CEP,Endereco,Bairro,Endereco_Completo,Latitude,Longitude,Tipo_Servico,Nome_Servico,Telefone,Outro_Telefone,Email,Site,Rede_Social,Fonte_URL,Data_Extracao,Ultima_Atualizacao_Modelo
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71691-075,CMA 4 CENTRO SALA 119 FÓRUM DESEMBARGADOR EVERARDS MOTA E MATOS - SÃO SEBASTIÃO,N/i,"CMA 4 CENTRO SALA 119 FÓRUM DESEMBARGADOR EVERARDS MOTA E MATOS - SÃO SEBASTIÃO,Brasília-DF,71691-075",-15.9044023,-47.7729875,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Vara Do Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-2814,(61) 3103-2812 - (61) 3103-2813 -<br>(61) 99508-1472,JVDFM.SAO@TJDFT.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71691-081,CENTRO DE MULTIPLAS ATIVIDADES S/N SAO SEBASTIAO AREA ESPECIAL 10,N/i,"CENTRO DE MULTIPLAS ATIVIDADES S/N SAO SEBASTIAO AREA ESPECIAL 10,Brasília-DF,71691-081",-15.9070804,-47.7724373,Serviços de Saúde a Pessoas em situação de violência sexual,Cepav Tulipa,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71697-043,"QUADRA 02, CONJUNTO 2, LOTE 01 - ÁREA ESPECIAL - BAIRRO: SÃO BARTOLOMEU - SÃO SEBASTIÃO",N/i,"QUADRA 02, CONJUNTO 2, LOTE 01 - ÁREA ESPECIAL - BAIRRO: SÃO BARTOLOMEU - SÃO SEBASTIÃO,Brasília-DF,71697-043",-15.9034905,-47.7538409,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 30ª Delegacia De Polícia,"(61) 3207-8368, (61) 3207-8359",N/i,DP30_SAM@PCDF.DF.GOV.BR; ddmsaosebatiao@hotmail.com,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71700-000,"3ª Avenida – Área Especial, 03 Lote G – Bairro: Núcleo Bandeirante",N/i,"3ª Avenida – Área Especial, 03 Lote G – Bairro: Núcleo Bandeirante,Brasília-DF,71700-000",-15.8669951,-47.9611969,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 11ª Delegacia De Polícia,"(61) 3207-7057, (61) 3207-7082, (61)3207-7057",N/i,dp11_saa@pcdf.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71705-535,"AVENIDA CONTORNO ÁREA ESPECIAL 13, LOTE 14, 1º ANDAR SALA 145 - FÓRUM DESEMBARGADOR HUGO AULER - NÚCLEO BANDEIRANTE - BRASÍLIA/ DF",N/i,"AVENIDA CONTORNO ÁREA ESPECIAL 13, LOTE 14, 1º ANDAR SALA 145 - FÓRUM DESEMBARGADOR HUGO AULER - NÚCLEO BANDEIRANTE - BRASÍLIA/ DF,Brasília-DF,71705-535",-15.8711543,-47.97087,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-2041 / 2022 / 2021,(61) 3103-2093,cjm.df@tjdft.jus.br -  1jvdfm.nuc@tjdft.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71720-586,TERCEIRA AVENIDA AREA ESPECIAL 03 NUCLEO BANDEIRANTE,N/i,"TERCEIRA AVENIDA AREA ESPECIAL 03 NUCLEO BANDEIRANTE,Brasília-DF,71720-586",-15.8711543,-47.97087,Serviços de Saúde a Pessoas em situação de violência sexual,Cepav Alfazema,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71732-010,DF 075 KM 180 PLACA DAS MERCEDES 180 NUCLEO BANDEIRANTE,N/i,"DF 075 KM 180 PLACA DAS MERCEDES 180 NUCLEO BANDEIRANTE,Brasília-DF,71732-010",-15.8770379,-47.9967364,Serviços de Saúde a Pessoas em situação de violência sexual,Upa Nucleo Bandeirante,(61) 3550-8817,N/i,adm.upa.nb@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71820-211,"QS 02 LOTE A RIACHO FUNDO I SALA 1.50  1º ANADAR, FÓRUM,  BRASILIA DF - RIACHO FUNDO I",N/i,"QS 02 LOTE A RIACHO FUNDO I SALA 1.50  1º ANADAR, FÓRUM,  BRASILIA DF - RIACHO FUNDO I,Brasília-DF,71820-211",-15.8793955,-48.018213,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-4731,(61) 3103-4729 - (61) 3103-4726 - <br>(61) 3103-4727,01JVDFM.RIA@TJDFT.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71820-611,"QS 06, ÁREA ESPECIAL - RIACHO FUNDO",N/i,"QS 06, ÁREA ESPECIAL - RIACHO FUNDO,Brasília-DF,71820-611",-15.9509263,-48.0303253,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 29ª Delegacia De Polícia,(61) 3207-8279 / 8280 / 8258,N/i,DP29_SAM@PCDF.DF.GOV.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71937-720,"QUADRA 202, LOTE 01,FÓRUM DESEMBARGADOR HELLÁDIO TOLEDO MONTEIRO, SALA 2.02 - Águas Claras",N/i,"QUADRA 202, LOTE 01,FÓRUM DESEMBARGADOR HELLÁDIO TOLEDO MONTEIRO, SALA 2.02 - Águas Claras,Brasília-DF,71937-720",-15.8390244,-48.0130276,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado Especial Criminal E Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-8519,(61) 3103-8521,jecrimvdfcm.agc@tjdf.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,71950-904,"QS 1, LOTE 40, TORRE B, 3º ANDAR, PISTÃO SUL, TAGUATINGA",N/i,"QS 1, LOTE 40, TORRE B, 3º ANDAR, PISTÃO SUL, TAGUATINGA,Brasília-DF,71950-904",-15.8406206,-48.0426835,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,Promotoria Especial Criminal E De Defesa Da Mulher Em Situação De Violência Doméstica E Familiar,(61) 3555-1000,(61) 99202-5351,AGUASCLARAS-CA@MPDFT.MP.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72006-251,"RUA 04 A, CHÁCARA 192 ÁREA ESPECIAL - VICENTE PIRES",N/i,"RUA 04 A, CHÁCARA 192 ÁREA ESPECIAL - VICENTE PIRES,Brasília-DF,72006-251",-15.8127527,-48.0139644,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 38ª Delegacia De Polícia,"(61) 3207-8783, (61) 3207-8734, (61)3207-8781",N/i,DP38_SAA@PCDF.DF.GOV.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72010-032,EQ 3/5 Área Especial Setor Central – Bairro: Taguatinga Centro,N/i,"EQ 3/5 Área Especial Setor Central – Bairro: Taguatinga Centro,Brasília-DF,72010-032",-15.8107481,-48.065751,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 12ª Delegacia De Polícia,"(61) 3207-7157, (61)3207-7185",N/i,sam12dp@gmail.com; dp12_sam@pcdf.df.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72115-901,ÁREA ESPECIAL 23 SETOR C NORTE - TAGUATINGA,N/i,"ÁREA ESPECIAL 23 SETOR C NORTE - TAGUATINGA,Brasília-DF,72115-901",-15.8067361,-48.085449,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-8130,(61) 3103-8139,JVDFAM.TAG@TJDFT.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72116-900,"SETOR C NORTE, ÁREA ESPECIAL PARA CLÍNICAS, LOTES 14/15, TAGUATINGA NORTE",N/i,"SETOR C NORTE, ÁREA ESPECIAL PARA CLÍNICAS, LOTES 14/15, TAGUATINGA NORTE,Brasília-DF,72116-900",-15.8508989,-48.0420583,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,Promotoria De Justiça Especial Criminal E De Defesa Da Mulher Em Situação De Violência Doméstica De Taguatinga,(61) 3353-8900,(61) 99205-9751,TAGUATINGA-CA@MPDFT.MP.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72120-970,SETOR C N 24 TAGUATINGA AREA ESPECIAL,N/i,"SETOR C N 24 TAGUATINGA AREA ESPECIAL,Brasília-DF,72120-970",-15.826488,-48.0645095,Serviços de Saúde a Pessoas em situação de violência sexual,Cepav Azaleia,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72120-970,SETOR C N 24 TAGUATINGA AREA ESPECIAL,N/i,"SETOR C N 24 TAGUATINGA AREA ESPECIAL,Brasília-DF,72120-970",-15.826488,-48.0645095,Serviços de Saúde a Pessoas em situação de violência sexual,Hrt Hospital Regional De Taguatinga,(61) 2017-1700,N/i,super.sudoeste.df@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72155-000,C 12 AREA ESPECIAL 1 TAGUATINGA,N/i,"C 12 AREA ESPECIAL 1 TAGUATINGA,Brasília-DF,72155-000",-15.818646,-48.062596799999987,Serviços de Saúde a Pessoas em situação de violência sexual,Policlinica De Taguatinga,N/i,N/i,gsas3.srsso@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72155-000,QS 08 CONJUNTO 410 A LOTE 15 S/N AREAL,N/i,"QS 08 CONJUNTO 410 A LOTE 15 S/N AREAL,Brasília-DF,72155-000",-15.8595608,-48.0239417,Serviços de Saúde a Pessoas em situação de violência sexual,Ubs 02 Aguas Claras,N/i,N/i,gsap9.tag@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72210-020,"Praça da Estrela,Lote 01 – s/nº – Referência : Antiga academia da Policia Civil – Bairro: Centro Metropolitano de Taguatinga",Centro,"Praça da Estrela,Lote 01 – s/nº – Referência : Antiga academia da Policia Civil – Bairro: Centro Metropolitano de Taguatinga,Brasília-DF,72210-020",-15.8107481,-48.065751,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 15ª Delegacia De Polícia,(61)3207-6066,N/i,dp15_sam@pcdf.df.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72210-020,QNM2 - CONJUNTO F - LOTE 01 -  BAIRRO CENTRO - CEILÂNDIA DF,N/i,"QNM2 - CONJUNTO F - LOTE 01 -  BAIRRO CENTRO - CEILÂNDIA DF,Brasília-DF,72210-020",-15.8162557,-48.1060659,"Centros de Referência (ou de Atendimento) à Mulher em situação de violência / Núcleos de Atendimento à Mulher em situação de Violência, Centros Integrados da Mulher)",Centro Especializado De Atendimento À Mulher (Ceam),(61) 3373-6668,N/i,CEAMCEILANDIA@GMAIL.COM,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72210-160,QNM 16 LOTE F AREA ESPECIAL 16 CEILANDIA N LOTE F,N/i,"QNM 16 LOTE F AREA ESPECIAL 16 CEILANDIA N LOTE F,Brasília-DF,72210-160",-15.81486,-48.11612,Serviços de Saúde a Pessoas em situação de violência sexual,Ubs 5 Ceilandia,(61) 3371-1004,N/i,gsap05cei.oeste@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-110,"CNM 1, BLOCO I, LOTE 3, CEILÂNDIA",N/i,"CNM 1, BLOCO I, LOTE 3, CEILÂNDIA,Brasília-DF,72215-110",-15.8185561,-48.1026646,Núcleos de Defesa da Mulher nas Defensorias Públicas,Casa Da Mulher Brasileira – Cmb (Assistência Jurídica Prestada Pelo Nudem/Dpdf Na Cmb),(61) 98100-5358,N/i,NAJMULHER@DEFENSORIA.DF.GOV.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-110,QNM 11 AREA ESPECIAL N 1 SALA 166 FORUM DE CEILANDIA,N/i,"QNM 11 AREA ESPECIAL N 1 SALA 166 FORUM DE CEILANDIA,Brasília-DF,72215-110",-15.8097603,-48.093851,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,2º Juizado De Violência Doméstica E Familiar Contra A Mulher,"(61) 3103-9464, (61) 2244-1164",(61) 3103-9466,2JVDFM.CEI@TJDFT.JUS.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-110,QNM 11 LOTE 1 e 2 – CENTRO URBANO - Ceilândia,N/i,"QNM 11 LOTE 1 e 2 – CENTRO URBANO - Ceilândia,Brasília-DF,72215-110",-15.8185561,-48.1026646,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,Promotoria De Justiça De Defesa Da Mulher Em Situação De Violência Doméstica E Familiar De Ceilândia,(61) 3471-8300,(61) 99245-0010,CEILANDIA-CA@MPDFT.MP.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-110,"QNM 11, ÁREA ESPECIAL N. 1, SALA 143 - CENTRO - Ceilândia",N/i,"QNM 11, ÁREA ESPECIAL N. 1, SALA 143 - CENTRO - Ceilândia,Brasília-DF,72215-110",-15.8097603,-48.093851,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,1º Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-9385,(061) 3103-6645,01jvdfm.cei@tjdft.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-170,QNM 27 AREA ESPECIAL 1 1 CEILANDIA CEILANDIA,N/i,"QNM 27 AREA ESPECIAL 1 1 CEILANDIA CEILANDIA,Brasília-DF,72215-170",-15.818646,-48.062596799999987,Serviços de Saúde a Pessoas em situação de violência sexual,Cepav Flor De Lotus,N/i,N/i,pavflordelotushrc@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72215-270,AREA ESPECIAL 1 CEILANDIA S QNM 27,N/i,"AREA ESPECIAL 1 CEILANDIA S QNM 27,Brasília-DF,72215-270",-15.820354,-48.1229297,Serviços de Saúde a Pessoas em situação de violência sexual,Hospital Regional De Ceilandia,(61) 2017-2000,N/i,das.drsc@gmail.com,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72225-110,"QNM 11, ÁREA ESPECIAL Nº 1, SALA 102, CEILÂNCIA SUL",N/i,"QNM 11, ÁREA ESPECIAL Nº 1, SALA 102, CEILÂNCIA SUL,Brasília-DF,72225-110",-15.8097603,-48.093851,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,Projeto Sempre Viva De Proteção Integral A Mulher Em Situação De Violência,(61) 3471-8363,N/i,PROJETOSEMPREVIVA@MPDFT.MP.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72225-270,QNN 27 AREA ESPECIAL D 1 CEILANDIA,N/i,"QNN 27 AREA ESPECIAL D 1 CEILANDIA,Brasília-DF,72225-270",-15.820354,-48.1229297,Serviços de Saúde a Pessoas em situação de violência sexual,Unidade De Pronto Atendimento Ceilandia,(61) 3471-9000,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72235-305,"EQNP 30/34 Área Especial, Lote A/D – Bairro: Setor P Sul",N/i,"EQNP 30/34 Área Especial, Lote A/D – Bairro: Setor P Sul,Brasília-DF,72235-305",-15.8480729,-48.1157333,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 23ª Delegacia De Polícia,"(61) 3207-7960, (61) 3207-7992, (61)3207-7960",N/i,DP23_SAA@PCDF.GOV.BR; dp23_delegadochefe@pcdf.df.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72241-560,EQNP 15/19 – AE 1 – SETOR P NORTE,N/i,"EQNP 15/19 – AE 1 – SETOR P NORTE,Brasília-DF,72241-560",-15.8081,-48.133,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 19ª Delegacia De Polícia,"(61) 3207-7691, (61)3207-7723",N/i,dp19-saa@pcdf.df.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72255-170,"EQNO 10/12, Lote E – Área Especial – Bairro: Ceilândia – Referência : próximo ao terminal de ônibus do Setor O",N/i,"EQNO 10/12, Lote E – Área Especial – Bairro: Ceilândia – Referência : próximo ao terminal de ônibus do Setor O,Brasília-DF,72255-170",-15.820354,-48.1229297,Delegacias Especializadas de Atendimento à Mulher e Postos ou Seções da Polícia de Atendimento à Mulher),Seção De Atendimento À Mulher - 24ª Delegacia De Polícia,"(61) 3207-8017, (61)3207-8017",N/i,dp24_sam@pcdf.df.gov.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72300-631,QR 302 Cojunto 1 Lote 2 - SAMAMBAIA,N/i,"QR 302 Cojunto 1 Lote 2 - SAMAMBAIA,Brasília-DF,72300-631",-15.877651,-48.0892285,Promotorias Especializadas e Núcleos de Gênero nos Ministérios Públicos,Promotorias De Justiça Especiais Criminais E De Defesa Da Mulher Em Situação De Violência Doméstica E Familiar De Samambaia,(61) 3458-9100,(61) 99223-0159,SAMAMBAIA.PC@MPDFT.MP.BR,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72300-631,"Quadra 302 - Conjunto 1 - Lote 1 2º Andar, Ala A, Sala 209 - SAMAMBAIA",N/i,"Quadra 302 - Conjunto 1 - Lote 1 2º Andar, Ala A, Sala 209 - SAMAMBAIA,Brasília-DF,72300-631",-15.8762204,-48.0877152,Juizados e Varas Especializadas de Violência Doméstica e Familiar contra a Mulher,Juizado De Violência Doméstica E Familiar Contra A Mulher,(61) 3103-6645,(61) 3103-2664<br>(61) 3103-2681,jvdfm.sam@tjdft.jus.br,N/i,N/i,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72322-583,QS 614 CONJUNTO C 12 SAMAMBAIA,N/i,"QS 614 CONJUNTO C 12 SAMAMBAIA,Brasília-DF,72322-583",-15.8532797,-48.0733764,Serviços de Saúde a Pessoas em situação de violência sexual,Cepav Orquidea,N/i,N/i,N/I,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
DF,Brasília,"Brasília,DF,Brasil",	DISTRITO FEDERAL,Distrito Federal,Centro Oeste,72322-583,QS 614 CONJUNTO C 12 SAMAMBAIA,N/i,"QS 614 CONJUNTO C 12 SAMAMBAIA,Brasília-DF,72322-583",-15.8532797,-48.0733764,Serviços de Saúde a Pessoas em situação de violência sexual,Hrsam Hospital Regional De Samambaia,(61) 2017-2200 / Ramal 3805,N/i,dhrsam.srsso@saude.df.gov.br,N/i,Unidade de Saúde,https://www.gov.br/mulheres/pt-br/ligue180/painel-da-rede-de-atendimento,2026-09-19T13:16:38.429332+00:00,2026-08-12T19:48:19.783000+00:00
